cluster_origem,municipio_origem,lat_origem,lon_origem,cluster_destino,municipio_destino,lat_destino,lon_destino,mesmo_cluster,n_usuarios,n_viagens,dist_media_km,periodo_predominante
JURERE,Florianópolis,-27.44,-48.5,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,2064,2107,27.823,TARDE
UFSC,Florianópolis,-27.5969,-48.55,SC401_CORREDOR,Florianópolis,-27.56,-48.518,0,9147,9727,5.175,TARDE
SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,SAO_JOSE_ROÇADO,,0.0,0.0,0,11074,11872,0.0,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,4071,4223,0.0,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,SC401_CORREDOR,Florianópolis,-27.56,-48.518,0,12736,13735,7.597,TARDE
INGLESES,Florianópolis,-27.435,-48.395,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,7755,8153,15.774,TARDE
CAMPECHE,Florianópolis,-27.68,-48.48,INGLESES,Florianópolis,-27.435,-48.395,0,9674,10265,28.502,TARDE
ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,CBD_BEIRAMAR,Florianópolis,-27.5954,-48.548,0,24705,28288,3.738,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,0,5289,5509,11.941,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,SC401_CORREDOR,Florianópolis,-27.56,-48.518,0,10929,11662,12.561,TARDE
SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,CBD_BEIRAMAR,Florianópolis,-27.5954,-48.548,0,17907,19828,8.081,TARDE
SC401_CORREDOR,Florianópolis,-27.56,-48.518,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,11473,12329,2.675,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,TRINDADE,Florianópolis,-27.6011,-48.532,0,9918,10545,7.108,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,0,14252,15478,0.0,TARDE
ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,JURERE,Florianópolis,-27.44,-48.5,0,11320,12126,18.469,TARDE
TRINDADE,Florianópolis,-27.6011,-48.532,CAMPECHE,Florianópolis,-27.68,-48.48,0,11191,11966,10.159,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,JURERE,Florianópolis,-27.44,-48.5,0,6521,6823,0.0,TARDE
JURERE,Florianópolis,-27.44,-48.5,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,3844,3956,16.47,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,4587,4760,16.154,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,CBD_BEIRAMAR,Florianópolis,-27.5954,-48.548,0,14112,15310,0.0,TARDE
CBD_BEIRAMAR,Florianópolis,-27.5954,-48.548,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,2550,2629,0.179,TARDE
SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,9720,10324,14.104,TARDE
NORTE_ILHA,Florianópolis,-27.48,-48.45,JURERE,Florianópolis,-27.44,-48.5,0,6651,6934,6.642,TARDE
JURERE,Florianópolis,-27.44,-48.5,SC401_CORREDOR,Florianópolis,-27.56,-48.518,0,9196,9754,13.461,TARDE
JURERE,Florianópolis,-27.44,-48.5,INGLESES,Florianópolis,-27.435,-48.395,0,6176,6453,10.377,TARDE
SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,1840,1876,8.064,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,1140,1151,7.744,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,CAMPECHE,Florianópolis,-27.68,-48.48,0,8416,8922,15.471,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,UFSC,Florianópolis,-27.5969,-48.55,0,5665,5900,7.846,TARDE
UFSC,Florianópolis,-27.5969,-48.55,AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,0,5589,5828,8.134,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,SC401_CORREDOR,Florianópolis,-27.56,-48.518,0,1862,1908,17.711,TARDE
NORTE_ILHA,Florianópolis,-27.48,-48.45,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,7839,8243,8.476,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,0,7686,8124,8.039,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,NORTE_ILHA,Florianópolis,-27.48,-48.45,0,7560,7955,23.19,TARDE
CBD_BEIRAMAR,Florianópolis,-27.5954,-48.548,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,4947,5152,14.373,TARDE
SC401_CORREDOR,Florianópolis,-27.56,-48.518,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,2148,2198,16.079,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,0,1685,1702,5.899,TARDE
NORTE_ILHA,Florianópolis,-27.48,-48.45,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,5433,5646,20.164,TARDE
JURERE,Florianópolis,-27.44,-48.5,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,5481,5723,11.342,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,NORTE_ILHA,Florianópolis,-27.48,-48.45,0,7704,8099,8.476,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,2342,2407,3.906,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,0,6414,6698,5.657,TARDE
SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,6791,7102,11.389,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,855,870,15.476,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,0,1187,1217,8.118,TARDE
JURERE,Florianópolis,-27.44,-48.5,LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,0,6413,6718,18.766,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,5423,5640,22.786,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,CAMPECHE,Florianópolis,-27.68,-48.48,0,5808,6067,26.844,TARDE
TRINDADE,Florianópolis,-27.6011,-48.532,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,8672,9186,7.289,TARDE
NORTE_ILHA,Florianópolis,-27.48,-48.45,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,1408,1426,16.217,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,CBD_BEIRAMAR,Florianópolis,-27.5954,-48.548,0,2272,2347,0.179,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,JURERE,Florianópolis,-27.44,-48.5,0,5656,5907,11.342,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,JURERE,Florianópolis,-27.44,-48.5,0,3792,3923,16.47,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,NORTE_ILHA,Florianópolis,-27.48,-48.45,0,1304,1330,16.217,TARDE
CAMPECHE,Florianópolis,-27.68,-48.48,SAO_JOSE_ROÇADO,,0.0,0.0,0,10136,10796,0.0,TARDE
SC401_CORREDOR,Florianópolis,-27.56,-48.518,AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,0,11393,12264,12.561,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,0,9348,9879,11.679,TARDE
CBD_BEIRAMAR,Florianópolis,-27.5954,-48.548,COQUEIROS,Florianópolis,-27.582,-48.57,0,2614,2690,2.631,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,UFSC,Florianópolis,-27.5969,-48.55,0,1004,1012,2.575,TARDE
JURERE,Florianópolis,-27.44,-48.5,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,2924,2999,22.197,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,TRINDADE,Florianópolis,-27.6011,-48.532,0,5682,5951,16.918,TARDE
TRINDADE,Florianópolis,-27.6011,-48.532,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,4575,4774,8.532,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,0,4737,4910,2.045,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,4603,4764,6.44,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,NORTE_ILHA,Florianópolis,-27.48,-48.45,0,5174,5381,20.164,TARDE
SC401_CORREDOR,Florianópolis,-27.56,-48.518,COQUEIROS,Florianópolis,-27.582,-48.57,0,2190,2247,5.679,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,0,1679,1716,6.087,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,NORTE_ILHA,Florianópolis,-27.48,-48.45,0,8713,9193,0.0,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,418,423,14.314,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,0,7566,7955,11.211,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,TRINDADE,Florianópolis,-27.6011,-48.532,0,1494,1536,1.66,TARDE
UFSC,Florianópolis,-27.5969,-48.55,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,3901,4036,3.916,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,0,8495,8973,3.592,TARDE
INGLESES,Florianópolis,-27.435,-48.395,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,4124,4269,29.364,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,0,6615,6894,14.967,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,0,6322,6622,21.381,TARDE
INGLESES,Florianópolis,-27.435,-48.395,UFSC,Florianópolis,-27.5969,-48.55,0,6624,6957,23.616,TARDE
UFSC,Florianópolis,-27.5969,-48.55,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,5643,5883,7.846,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,TRINDADE,Florianópolis,-27.6011,-48.532,0,8422,8854,7.289,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,TRINDADE,Florianópolis,-27.6011,-48.532,0,1581,1611,4.305,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,INGLESES,Florianópolis,-27.435,-48.395,0,5213,5413,27.494,TARDE
CAMPECHE,Florianópolis,-27.68,-48.48,JURERE,Florianópolis,-27.44,-48.5,0,7364,7726,26.76,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,JURERE,Florianópolis,-27.44,-48.5,0,992,1008,17.233,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,7661,8089,0.0,TARDE
CAMPECHE,Florianópolis,-27.68,-48.48,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,6092,6344,11.897,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,5398,5604,0.0,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,SAO_JOSE_ROÇADO,,0.0,0.0,0,5092,5303,0.0,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,4662,4854,16.154,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,0,6454,6739,4.069,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,NORTE_ILHA,Florianópolis,-27.48,-48.45,0,2710,2783,28.631,TARDE
NORTE_ILHA,Florianópolis,-27.48,-48.45,ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,0,14199,15486,17.928,TARDE
ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,2574,2647,9.01,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,2848,2924,22.77,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,UFSC,Florianópolis,-27.5969,-48.55,0,2038,2090,14.144,TARDE
SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,1841,1884,6.815,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,UFSC,Florianópolis,-27.5969,-48.55,0,1009,1026,12.976,TARDE
INGLESES,Florianópolis,-27.435,-48.395,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,1489,1512,34.313,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,SAO_JOSE_ROÇADO,,0.0,0.0,0,1272,1300,0.0,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,INGLESES,Florianópolis,-27.435,-48.395,0,1384,1410,34.313,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,1427,1458,0.0,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,744,752,12.799,TARDE
CAMPECHE,Florianópolis,-27.68,-48.48,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,1639,1679,11.415,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,5433,5635,0.0,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,0,3284,3385,6.788,TARDE
JURERE,Florianópolis,-27.44,-48.5,UFSC,Florianópolis,-27.5969,-48.55,0,4715,4892,18.13,TARDE
ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,9441,10028,12.433,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,INGLESES,Florianópolis,-27.435,-48.395,0,5125,5305,26.506,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,1217,1239,18.7,TARDE
SAO_JOSE_BARREIROS,São José,-27.645,-48.65,LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,0,1359,1382,19.24,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,0,5262,5480,22.786,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,0,4715,4894,24.624,TARDE
ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,4949,5120,11.134,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,1193,1226,7.287,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,SC401_CORREDOR,Florianópolis,-27.56,-48.518,0,5685,5926,11.316,TARDE
UFSC,Florianópolis,-27.5969,-48.55,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,2897,2980,20.679,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,JURERE,Florianópolis,-27.44,-48.5,0,2856,2918,22.197,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,UFSC,Florianópolis,-27.5969,-48.55,0,3804,3923,15.348,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,CBD_BEIRAMAR,Florianópolis,-27.5954,-48.548,0,8346,8812,15.36,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,CAMPECHE,Florianópolis,-27.68,-48.48,0,4380,4536,15.664,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,5422,5618,11.941,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,3181,3258,15.743,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,4620,4788,22.18,TARDE
CBD_BEIRAMAR,Florianópolis,-27.5954,-48.548,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,9329,9865,15.36,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,1634,1668,14.861,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,2306,2366,20.877,TARDE
NORTE_ILHA,Florianópolis,-27.48,-48.45,SAO_JOSE_ROÇADO,,0.0,0.0,0,8652,9151,0.0,TARDE
NORTE_ILHA,Florianópolis,-27.48,-48.45,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,3989,4133,21.984,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,2399,2461,13.297,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,SC401_CORREDOR,Florianópolis,-27.56,-48.518,0,1923,1974,5.679,TARDE
JURERE,Florianópolis,-27.44,-48.5,SAO_JOSE_ROÇADO,,0.0,0.0,0,6392,6702,0.0,TARDE
NORTE_ILHA,Florianópolis,-27.48,-48.45,BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,0,5291,5509,20.29,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,6666,6970,14.967,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,4588,4743,11.721,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,3515,3638,13.342,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,0,3891,4004,20.039,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,2401,2465,20.877,TARDE
SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,COQUEIROS,Florianópolis,-27.582,-48.57,0,1796,1841,6.087,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,CAMPECHE,Florianópolis,-27.68,-48.48,0,1561,1587,14.048,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,CBD_BEIRAMAR,Florianópolis,-27.5954,-48.548,0,4304,4447,14.373,TARDE
JURERE,Florianópolis,-27.44,-48.5,COQUEIROS,Florianópolis,-27.582,-48.57,0,1016,1042,17.233,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,0,4617,4790,22.18,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,3577,3699,13.872,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,INGLESES,Florianópolis,-27.435,-48.395,0,8823,9313,19.96,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,TRINDADE,Florianópolis,-27.6011,-48.532,0,8636,9116,7.803,TARDE
JURERE,Florianópolis,-27.44,-48.5,SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,0,7982,8417,21.48,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,1449,1474,21.162,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,0,1608,1640,6.815,TARDE
CAMPECHE,Florianópolis,-27.68,-48.48,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,3172,3289,21.569,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,UFSC,Florianópolis,-27.5969,-48.55,0,3790,3944,3.916,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,0,3412,3539,28.281,TARDE
CANASVIEIRAS,Florianópolis,-27.425,-48.47,TRINDADE,Florianópolis,-27.6011,-48.532,0,4315,4457,20.514,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,INGLESES,Florianópolis,-27.435,-48.395,0,1338,1377,23.771,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,UFSC,Florianópolis,-27.5969,-48.55,0,6519,6855,8.914,TARDE
ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,SAO_JOSE_CENTRO,São José,-27.61,-48.618,0,7145,7514,4.069,TARDE
UFSC,Florianópolis,-27.5969,-48.55,CAMPECHE,Florianópolis,-27.68,-48.48,0,7210,7564,11.53,TARDE
UFSC,Florianópolis,-27.5969,-48.55,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,1047,1065,12.976,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,7562,8018,8.039,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,4095,4214,0.0,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,1559,1584,0.0,TARDE
LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,SAO_JOSE_ROÇADO,,0.0,0.0,0,8781,9309,0.0,TARDE
SC401_CORREDOR,Florianópolis,-27.56,-48.518,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,4192,4344,18.427,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,442,445,12.755,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,1653,1692,10.852,TARDE
CAMPECHE,Florianópolis,-27.68,-48.48,COQUEIROS,Florianópolis,-27.582,-48.57,0,1607,1649,14.048,TARDE
COQUEIROS,Florianópolis,-27.582,-48.57,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,603,618,20.051,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,SAO_JOSE_ROÇADO,,0.0,0.0,0,5076,5303,0.0,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,INGLESES,Florianópolis,-27.435,-48.395,0,7665,8064,30.122,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,SAO_JOSE_ROÇADO,,0.0,0.0,0,3913,4043,0.0,TARDE
SAO_JOSE_KOBRASOL,São José,-27.595,-48.63,UFSC,Florianópolis,-27.5969,-48.55,0,8367,8827,7.886,TARDE
JURERE,Florianópolis,-27.44,-48.5,ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,0,10379,11081,18.469,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,LAGOA_CONCEICAO,Florianópolis,-27.605,-48.46,0,3808,3925,15.578,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,1442,1468,0.0,TARDE
SC401_CORREDOR,Florianópolis,-27.56,-48.518,VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,0,8118,8545,9.047,TARDE
AEROPORTO_HLZ,Florianópolis,-27.67,-48.547,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,1186,1215,10.518,TARDE
BIGUACU_BR101_NORTE,Biguaçu,-27.495,-48.655,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,2366,2427,19.844,TARDE
UFSC,Florianópolis,-27.5969,-48.55,NORTE_ILHA,Florianópolis,-27.48,-48.45,0,6560,6854,16.315,TARDE
SAO_JOSE_CENTRO,São José,-27.61,-48.618,CANASVIEIRAS,Florianópolis,-27.425,-48.47,0,1775,1819,25.223,TARDE
SC401_CORREDOR,Florianópolis,-27.56,-48.518,PALHOCA_CENTRO,Palhoça,-27.645,-48.67,0,2176,2233,17.711,TARDE
PALHOCA_CENTRO,Palhoça,-27.645,-48.67,SAO_JOSE_ROÇADO,,0.0,0.0,0,1373,1398,0.0,TARDE
VIA_EXPRESSA_CORREDOR,Florianópolis,-27.62,-48.58,RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,0,4607,4778,11.721,TARDE
RESIDENCIAL_NORTE,Florianópolis,-27.542,-48.5,CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,0,1245,1255,7.744,TARDE
CENTRO_HISTORICO,Florianópolis,-27.597,-48.5482,ESTREITO_CAPOEIRAS,Florianópolis,-27.588,-48.585,0,2277,2326,3.762,TARDE
TRINDADE,Florianópolis,-27.6011,-48.532,PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,0,3162,3261,15.793,TARDE
PALHOCA_PEDRA_BRANCA,Palhoça,-27.625,-48.69,CAMPECHE,Florianópolis,-27.68,-48.48,0,2928,3016,21.569,TARDE
CAMPECHE,Florianópolis,-27.68,-48.48,SAO_JOSE_BARREIROS,São José,-27.645,-48.65,0,1611,1648,17.189,TARDE
SAO_JOSE_ROÇADO,,0.0,0.0,UFSC,Florianópolis,-27.5969,-48.55,0,6618,6903,0.0,TARDE
