ecgi,cluster,municipio,day_date,periodo,n_usuarios,n_sessoes,download_bytes,upload_bytes,dur_media_s,drop_pct_medio,congestionamento_medio,chamadas_total,mensagens_total,lat,lon
724050699323290,AEROPORTO_HLZ,Florianopolis,2026-03-08,NOITE,2122,10213,185158142412,27473675317,476,0.0694,0.352,7251,5844,-27.687672,-48.565403
724050684641828,CAMPECHE,Florianopolis,2026-03-10,NOITE,1749,7681,109616711620,16223038610,482,0.0696,0.351,5510,4300,-27.656481,-48.509303
724050684641828,CAMPECHE,Florianopolis,2026-03-10,TARDE,2121,9752,142620875261,21186852481,486,0.0688,0.355,6870,5714,-27.656481,-48.509303
7240501003510334,CBD_BEIRAMAR,Florianopolis,2026-03-10,NOITE,2195,9706,141851501913,21341609785,478,0.0684,0.352,7025,5603,-27.580392,-48.542172
7240501003510334,CBD_BEIRAMAR,Florianopolis,2026-03-10,TARDE,2518,11280,171375251006,25802630475,473,0.0679,0.346,8170,6622,-27.580392,-48.542172
724050699323290,AEROPORTO_HLZ,Florianopolis,2026-03-11,MANHA,1777,7791,124621872452,18736132459,472,0.0695,0.345,5499,4400,-27.687672,-48.565403
724050699323290,AEROPORTO_HLZ,Florianopolis,2026-03-11,TARDE,2170,10081,161719288932,24265780013,483,0.0666,0.354,7344,5938,-27.687672,-48.565403
7240501003510334,CBD_BEIRAMAR,Florianopolis,2026-03-11,MANHA,2148,9218,135019140925,19930597012,479,0.0695,0.357,6651,5317,-27.580392,-48.542172
7240501003510334,CBD_BEIRAMAR,Florianopolis,2026-03-11,TARDE,2487,11625,164238435744,24996435408,483,0.0691,0.357,8242,6761,-27.580392,-48.542172
724050684641828,CAMPECHE,Florianopolis,2026-03-12,MANHA,1744,7573,114886537538,17196091631,488,0.0689,0.35,5572,4260,-27.656481,-48.509303
724050684641828,CAMPECHE,Florianopolis,2026-03-13,MADRUGADA,592,2245,28676512971,4201077460,489,0.0676,0.361,1525,1254,-27.656481,-48.509303
724050684641828,CAMPECHE,Florianopolis,2026-03-13,MANHA,1716,7515,112694048788,16866655897,482,0.0679,0.343,5260,4357,-27.656481,-48.509303
724050684641828,CAMPECHE,Florianopolis,2026-03-13,TARDE,2082,9593,136716546560,20856506946,477,0.0688,0.345,6808,5491,-27.656481,-48.509303
7240501003510334,CBD_BEIRAMAR,Florianopolis,2026-03-14,MANHA,1447,5909,112863570616,16470275321,478,0.067,0.344,4150,3222,-27.580392,-48.542172
7240501003510334,CBD_BEIRAMAR,Florianopolis,2026-03-14,NOITE,2607,12058,209158770192,31067240140,471,0.067,0.35,8580,6708,-27.580392,-48.542172
7240501003510334,CBD_BEIRAMAR,Florianopolis,2026-03-15,MANHA,1558,6376,119044818940,17625776912,477,0.068,0.356,4489,3708,-27.580392,-48.542172
724050697341860,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-01,TARDE,2042,9582,160066067147,23978742873,478,0.0682,0.346,6676,5541,-27.596094,-48.599653
724050697341860,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-01,MANHA,1108,4454,81064415748,11544293103,484,0.07,0.358,3058,2470,-27.596094,-48.599653
724050697341860,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-01,NOITE,2034,9374,160308621685,23555013653,484,0.0689,0.35,6726,5430,-27.596094,-48.599653
7240501005162562,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-01,NOITE,2053,9601,171628342504,25465540239,479,0.0686,0.349,6919,5347,-27.604942,-48.594306
7240501005162562,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-01,MANHA,1120,4458,79802910528,11868250369,468,0.0691,0.352,3243,2579,-27.604942,-48.594306
724050698820037,CAMPECHE,Florianopolis,2026-03-02,MANHA,1748,7483,104354686273,16165776060,472,0.0693,0.354,5335,4349,-27.658469,-48.506081
724050698820037,CAMPECHE,Florianopolis,2026-03-02,TARDE,2085,9730,139904211819,20579350970,495,0.0681,0.35,6778,5632,-27.658469,-48.506081
7240501005162643,RESIDENCIAL_NORTE,Florianopolis,2026-03-02,TARDE,2376,11192,171413131832,25568726074,488,0.0698,0.352,8078,6593,-27.542653,-48.505306
7240501005162643,RESIDENCIAL_NORTE,Florianopolis,2026-03-02,NOITE,2054,9251,137148365693,20718587846,482,0.0679,0.352,6579,5295,-27.542653,-48.505306
7240501005162775,CANASVIEIRAS,Florianopolis,2026-03-02,TARDE,2445,11697,191939977008,29335616977,483,0.0693,0.354,8338,6789,-27.434294,-48.460597
7240501005162775,CANASVIEIRAS,Florianopolis,2026-03-02,MANHA,2084,9461,156495266406,22841093893,485,0.0683,0.349,6713,5233,-27.434294,-48.460597
724050683884425,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-03,MADRUGADA,531,2077,28403847314,4123088331,453,0.0669,0.345,1482,1148,-27.601483,-48.592317
724050683884425,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-03,NOITE,1649,7186,100941040187,15097811197,494,0.0682,0.344,5091,4098,-27.601483,-48.592317
724050683884425,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-03,TARDE,1873,8390,121285498864,18130145135,483,0.0686,0.352,6074,4750,-27.601483,-48.592317
7240501005162759,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-03,NOITE,1622,7185,111440792797,16026041873,470,0.0687,0.347,5110,4138,-27.597667,-48.585108
724050696483882,LAGOA_CONCEICAO,Florianopolis,2026-03-04,NOITE,1806,7951,119643008446,18211922517,488,0.0685,0.354,5698,4611,-27.599642,-48.468531
7240501005162660,JURERE,Florianopolis,2026-03-05,MANHA,1682,7400,94931224671,13997819444,471,0.0677,0.352,5234,4194,-27.439567,-48.501131
7240501005162660,JURERE,Florianopolis,2026-03-05,TARDE,2009,9324,138680884419,20843538239,482,0.0686,0.346,6658,5335,-27.439567,-48.501131
7240501005162570,SC401_CORREDOR,Florianopolis,2026-03-05,MANHA,1532,6810,93126953429,13829168283,476,0.0688,0.344,4748,3803,-27.574167,-48.533889
724050697397122,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-06,MANHA,1584,6792,93205967628,13978490998,480,0.0685,0.343,4815,3909,-27.5886,-48.590167
724050697397122,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-06,TARDE,1895,8676,126407084701,19003146179,484,0.0691,0.345,6147,5047,-27.5886,-48.590167
724050699925215,ESTREITO_CAPOEIRAS,Sao Jose,2026-03-06,NOITE,1686,7277,98084481321,14858505744,477,0.0677,0.348,5204,4253,-27.578972,-48.609
724050697397122,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-06,NOITE,1635,7228,103570362995,15803858740,473,0.0677,0.348,5034,4097,-27.5886,-48.590167
724050697341860,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-06,TARDE,1946,8776,121153996238,18335811136,478,0.0698,0.348,6335,4963,-27.596094,-48.599653
724050683793381,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-07,NOITE,1948,8870,146437373022,22046941351,483,0.0678,0.352,6288,5017,-27.599258,-48.579861
724050685014142,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-07,NOITE,1935,8921,152640565412,22525547046,489,0.0684,0.349,6408,5140,-27.605047,-48.594306
724050697605949,COQUEIROS,Florianopolis,2026-03-08,MANHA,2608,10592,476165585661,71515050754,467,0.0667,0.353,7429,5949,-27.594117,-48.571572
724050697605949,COQUEIROS,Florianopolis,2026-03-08,NOITE,4655,20924,933099559014,140063136797,483,0.0685,0.352,15154,11933,-27.594117,-48.571572
724050697397122,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-09,MADRUGADA,538,1945,30085262438,4303892878,484,0.0675,0.35,1357,1140,-27.5886,-48.590167
724050683793381,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-09,MANHA,1599,6895,97829599199,14369540294,490,0.0692,0.354,4899,3898,-27.599258,-48.579861
724050683793381,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-09,NOITE,1729,7523,101112469010,14838601096,481,0.0685,0.351,5212,4270,-27.599258,-48.579861
7240501005162686,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-10,NOITE,1717,7470,107111242589,15979383745,478,0.0695,0.353,5271,4227,-27.580831,-48.594167
7240501005162686,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-10,MANHA,1619,7198,102491330982,15198165705,486,0.0677,0.352,5072,4097,-27.580831,-48.594167
724050685014142,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-10,TARDE,1857,8611,120584184901,17960137494,474,0.0686,0.349,5977,4918,-27.605047,-48.594306
724050685014142,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-10,MANHA,1608,6991,99446286459,15039361920,472,0.0678,0.351,4961,3936,-27.605047,-48.594306
724050697397122,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-10,NOITE,1624,7083,97937435915,15074818774,478,0.0671,0.349,5114,3965,-27.5886,-48.590167
7240501005162686,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-11,MADRUGADA,543,2043,26472823157,3909919600,483,0.0685,0.349,1506,1147,-27.580831,-48.594167
7240501005162686,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-11,MANHA,1608,6968,93461601889,14022957700,490,0.0699,0.349,5037,4099,-27.580831,-48.594167
7240501005162686,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-11,NOITE,1680,7450,96371448562,14374972453,487,0.0686,0.351,5073,4121,-27.580831,-48.594167
724050683884425,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-11,TARDE,1938,8920,119422365805,18049976742,474,0.0676,0.354,6351,4989,-27.601483,-48.592317
724050696484161,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-11,MANHA,1572,6777,85095647191,12938859659,479,0.0707,0.353,4658,3846,-27.598331,-48.576389
724050697341860,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-11,MANHA,1623,6793,100981121092,15304208600,477,0.0669,0.358,4999,4062,-27.596094,-48.599653
724050697341860,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-11,NOITE,1636,7159,104265676943,15694269273,475,0.0684,0.361,5121,4006,-27.596094,-48.599653
724050696484153,TRINDADE,Florianopolis,2026-03-12,TARDE,2524,11765,162660890661,24139880623,482,0.0675,0.355,8416,6658,-27.612097,-48.543378
724050696484153,TRINDADE,Florianopolis,2026-03-12,NOITE,2149,9672,126234442368,18838023526,484,0.0688,0.35,6824,5481,-27.612097,-48.543378
724050699109663,NORTE_ILHA,Florianopolis,2026-03-12,TARDE,1833,8351,120106987855,17775111636,474,0.0685,0.346,5930,4743,-27.482361,-48.491944
724050699109663,NORTE_ILHA,Florianopolis,2026-03-12,MANHA,1580,6862,99396080708,15289691857,487,0.0689,0.348,4969,3913,-27.482361,-48.491944
7240501005162732,NORTE_ILHA,Florianopolis,2026-03-13,TARDE,1865,8599,123893995137,18195942662,472,0.0687,0.355,6145,4925,-27.496108,-48.418608
7240501005162589,CAMPECHE,Florianopolis,2026-03-13,NOITE,1781,7874,114024428189,17369753317,476,0.0682,0.349,5573,4626,-27.751942,-48.504442
724050685015394,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-13,TARDE,2089,9739,132819674135,19907380167,482,0.0683,0.352,6909,5576,-27.586064,-48.609675
724050699109710,INGLESES,Florianopolis,2026-03-13,NOITE,1692,7504,101068931063,14873465749,472,0.0693,0.353,5316,4198,-27.439417,-48.387583
724050699109710,INGLESES,Florianopolis,2026-03-13,TARDE,1980,9246,132143463412,19750084567,481,0.0693,0.348,6584,5292,-27.439417,-48.387583
724050683790307,SC401_CORREDOR,Florianopolis,2026-03-14,TARDE,1836,8432,154239974934,22601633888,479,0.0691,0.342,6109,4994,-27.5865,-48.4968
724050699925258,SAO_JOSE_ROÇADO,Sao Jose,2026-03-14,NOITE,1426,6666,96787649209,14430134984,477,0.0695,0.357,4763,3828,-27.5465,-48.629694
7240501005309970,AEROPORTO_HLZ,Florianopolis,2026-03-15,MANHA,1206,4783,84208246466,12856777155,481,0.0693,0.349,3442,2773,-27.699858,-48.550608
7240501005309970,AEROPORTO_HLZ,Florianopolis,2026-03-15,NOITE,2142,10156,182217029623,27294614535,476,0.068,0.353,7187,5777,-27.699858,-48.550608
724050683884425,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-15,MANHA,1099,4320,76274671758,11592782642,470,0.0693,0.345,3101,2492,-27.601483,-48.592317
724050683884425,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-15,NOITE,1963,9224,166489372030,25073481761,479,0.0683,0.347,6629,5235,-27.601483,-48.592317
7240501005162570,SC401_CORREDOR,Florianopolis,2026-03-15,TARDE,1931,9063,160901774228,23847889559,475,0.0684,0.345,6363,5254,-27.574167,-48.533889
7240501005162570,SC401_CORREDOR,Florianopolis,2026-03-15,MANHA,1115,4380,77425506049,11735718769,487,0.0703,0.35,3227,2596,-27.574167,-48.533889
7240501005162570,SC401_CORREDOR,Florianopolis,2026-03-15,NOITE,1863,8706,154663257421,23626843017,484,0.0678,0.347,6071,5022,-27.574167,-48.533889
7240501003494940,SC401_CORREDOR,Florianopolis,2026-03-01,NOITE,1892,8670,156298052148,23646243869,478,0.0678,0.352,6256,5074,-27.578531,-48.510769
724050699925215,ESTREITO_CAPOEIRAS,Sao Jose,2026-03-01,TARDE,1992,9171,162053928373,24071713771,475,0.0689,0.357,6474,5334,-27.578972,-48.609
724050699925215,ESTREITO_CAPOEIRAS,Sao Jose,2026-03-01,NOITE,1929,8968,162412859971,24732064847,477,0.0674,0.349,6288,5089,-27.578972,-48.609
7240501005162570,SC401_CORREDOR,Florianopolis,2026-03-01,TARDE,1917,9156,149876245792,22720230638,475,0.0689,0.345,6327,5161,-27.574167,-48.533889
7240501005162570,SC401_CORREDOR,Florianopolis,2026-03-01,NOITE,1931,8837,142482958690,20940086990,480,0.0689,0.35,6423,5046,-27.574167,-48.533889
7240501005162864,LAGOA_CONCEICAO,Florianopolis,2026-03-01,TARDE,2160,10419,187364906026,28866544827,479,0.0681,0.347,7202,5861,-27.609442,-48.449442
7240501005162864,LAGOA_CONCEICAO,Florianopolis,2026-03-01,NOITE,2126,9966,167459384161,25529529228,480,0.068,0.351,7163,5737,-27.609442,-48.449442
7240501005162546,CAMPECHE,Florianopolis,2026-03-02,TARDE,2193,10245,147763939014,22185349587,474,0.0681,0.353,7551,5677,-27.680831,-48.4925
7240501005162546,CAMPECHE,Florianopolis,2026-03-02,NOITE,1845,8208,111766471510,16680288124,496,0.0669,0.351,5922,4646,-27.680831,-48.4925
724050699861772,ESTREITO_CAPOEIRAS,Sao Jose,2026-03-02,MANHA,1579,6878,88257982980,13333324683,482,0.0678,0.351,5013,3927,-27.592778,-48.606389
7240501005162740,RESIDENCIAL_NORTE,Florianopolis,2026-03-02,MANHA,1943,8487,130981314738,19128232938,480,0.0677,0.341,6137,4883,-27.554614,-48.497806
7240501005162740,RESIDENCIAL_NORTE,Florianopolis,2026-03-02,NOITE,2032,9169,135577830823,20016922007,481,0.0683,0.347,6431,5327,-27.554614,-48.497806
7240501005162740,RESIDENCIAL_NORTE,Florianopolis,2026-03-02,TARDE,2304,11132,159352277859,23963533067,481,0.0688,0.349,7998,6357,-27.554614,-48.497806
7240501003494940,SC401_CORREDOR,Florianopolis,2026-03-02,TARDE,1848,8291,117217220931,17718483770,486,0.0679,0.351,6051,4948,-27.578531,-48.510769
7240501003494940,SC401_CORREDOR,Florianopolis,2026-03-03,TARDE,1783,8020,114861938132,17174774932,485,0.0696,0.352,5749,4689,-27.578531,-48.510769
724050698098013,SC401_CORREDOR,Florianopolis,2026-03-03,MADRUGADA,503,1913,24009299420,3679487294,456,0.0672,0.346,1318,1059,-27.574,-48.533583
724050698098013,SC401_CORREDOR,Florianopolis,2026-03-03,TARDE,1818,8202,118599680591,17771539929,486,0.0707,0.351,5893,4798,-27.574,-48.533583
7240501003484449,CBD_BEIRAMAR,Florianopolis,2026-03-04,MANHA,2101,9104,141313440556,20901702494,482,0.0666,0.348,6657,5281,-27.594881,-48.54445
724050697545253,SC401_CORREDOR,Florianopolis,2026-03-04,NOITE,1629,7148,98186998823,14604864729,479,0.0701,0.351,5027,4063,-27.537189,-48.527061
7240501003294445,SC401_CORREDOR,Florianopolis,2026-03-05,TARDE,1834,8407,105066817686,15729581781,476,0.0685,0.351,5909,4770,-27.538056,-48.527389
724050698422520,SC401_CORREDOR,Florianopolis,2026-03-05,NOITE,1616,6905,95113862833,13935928653,472,0.0685,0.351,4964,4005,-27.5843,-48.501864
724050696483882,LAGOA_CONCEICAO,Florianopolis,2026-03-06,TARDE,2030,9530,129512690808,19215026603,485,0.0693,0.349,6785,5310,-27.599642,-48.468531
7240501005162864,LAGOA_CONCEICAO,Florianopolis,2026-03-06,MANHA,1681,7524,106345671472,15701290122,478,0.0677,0.347,5402,4220,-27.609442,-48.449442
724050698098013,SC401_CORREDOR,Florianopolis,2026-03-07,MANHA,1060,4372,81585524570,12243155438,479,0.0682,0.343,3074,2521,-27.574,-48.533583
7240501005162570,SC401_CORREDOR,Florianopolis,2026-03-07,NOITE,1897,8976,148106547710,21913537465,482,0.0694,0.352,6424,5099,-27.574167,-48.533889
724050698422520,SC401_CORREDOR,Florianopolis,2026-03-08,TARDE,1958,9249,173936904445,25877952474,470,0.0694,0.35,6448,5336,-27.5843,-48.501864
724050698422520,SC401_CORREDOR,Florianopolis,2026-03-08,NOITE,1860,8716,161686497038,24232348309,478,0.0685,0.346,6282,4889,-27.5843,-48.501864
7240501005162678,SC401_CORREDOR,Florianopolis,2026-03-08,MANHA,1100,4435,74549958608,11159414845,478,0.0675,0.36,3122,2492,-27.578497,-48.510581
7240501005162678,SC401_CORREDOR,Florianopolis,2026-03-08,TARDE,1960,8947,161820962063,24474357790,474,0.0682,0.349,6541,5140,-27.578497,-48.510581
7240501005162678,SC401_CORREDOR,Florianopolis,2026-03-08,NOITE,1896,8791,146313383408,21916893406,484,0.0679,0.351,6088,5104,-27.578497,-48.510581
724050697397122,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-09,MANHA,1536,6750,94649377012,14273333814,486,0.0688,0.349,4726,3916,-27.5886,-48.590167
7240501003495076,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-09,MANHA,1791,7918,121602144040,18913765334,485,0.068,0.357,5593,4521,-27.594458,-48.637742
724050699861578,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-09,NOITE,1951,8465,121168695897,18255372593,487,0.0691,0.351,6119,4836,-27.572972,-48.617889
724050699861578,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-09,TARDE,2246,10284,144982871490,21573463125,492,0.069,0.349,7260,5802,-27.572972,-48.617889
7240501005162627,VIA_EXPRESSA_CORREDOR,Florianopolis,2026-03-09,MANHA,1979,8767,139773686065,20840541859,479,0.0684,0.349,6307,5151,-27.603889,-48.577778
7240501005162678,SC401_CORREDOR,Florianopolis,2026-03-10,NOITE,1619,7194,96797711209,13993071550,478,0.0687,0.349,5223,4190,-27.578497,-48.510581
7240501003294445,SC401_CORREDOR,Florianopolis,2026-03-10,TARDE,1847,8508,112928931046,17081270694,476,0.0686,0.348,6091,4722,-27.538056,-48.527389
7240501003294445,SC401_CORREDOR,Florianopolis,2026-03-10,MADRUGADA,490,1733,24472710540,3868206108,482,0.0685,0.358,1350,1042,-27.538056,-48.527389
7240501003294445,SC401_CORREDOR,Florianopolis,2026-03-10,NOITE,1529,6736,89211575336,13464180049,477,0.0682,0.345,4840,3874,-27.538056,-48.527389
724050698422520,SC401_CORREDOR,Florianopolis,2026-03-10,MADRUGADA,487,1796,23493427542,3547701126,461,0.0687,0.359,1285,1032,-27.5843,-48.501864
724050698422520,SC401_CORREDOR,Florianopolis,2026-03-10,NOITE,1548,6973,97501628267,14401665029,486,0.0679,0.346,4709,3903,-27.5843,-48.501864
724050683790307,SC401_CORREDOR,Florianopolis,2026-03-11,NOITE,1645,7154,105556560762,15926570091,477,0.0698,0.348,5048,4097,-27.5865,-48.4968
724050683790307,SC401_CORREDOR,Florianopolis,2026-03-11,MANHA,1655,7147,99425728832,15213789535,482,0.069,0.351,5130,4175,-27.5865,-48.4968
724050683790307,SC401_CORREDOR,Florianopolis,2026-03-11,MADRUGADA,526,1958,29114894083,4286369848,481,0.0719,0.356,1398,1102,-27.5865,-48.4968
7240501003494940,SC401_CORREDOR,Florianopolis,2026-03-11,TARDE,1814,8375,112720835345,17214498764,484,0.0681,0.342,5936,4725,-27.578531,-48.510769
7240501005309970,AEROPORTO_HLZ,Florianopolis,2026-03-12,NOITE,1778,7812,107989568774,16143489235,486,0.0679,0.348,5697,4482,-27.699858,-48.550608
724050699654513,LAGOA_CONCEICAO,Florianopolis,2026-03-12,TARDE,2058,9973,141489205866,21597216158,479,0.0678,0.352,7078,5605,-27.572611,-48.430139
724050685014142,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-12,TARDE,1837,8525,120607339543,17976709277,485,0.0687,0.351,5934,4748,-27.605047,-48.594306
7240501005162570,SC401_CORREDOR,Florianopolis,2026-03-13,MANHA,1615,6940,100787483119,15113826965,491,0.069,0.351,5071,3953,-27.574167,-48.533889
7240501005162570,SC401_CORREDOR,Florianopolis,2026-03-13,TARDE,1821,8286,124744830281,18796987139,488,0.069,0.356,6014,4615,-27.574167,-48.533889
724050698098013,SC401_CORREDOR,Florianopolis,2026-03-13,TARDE,1798,8432,118524939096,17546522914,488,0.0699,0.351,5937,4844,-27.574,-48.533583
724050698098013,SC401_CORREDOR,Florianopolis,2026-03-13,NOITE,1552,6879,95387781483,14277144930,470,0.0699,0.357,4879,3944,-27.574,-48.533583
724050698098013,SC401_CORREDOR,Florianopolis,2026-03-14,MADRUGADA,427,1538,27612423495,4190773148,465,0.0692,0.339,1105,878,-27.574,-48.533583
7240501003294445,SC401_CORREDOR,Florianopolis,2026-03-14,MADRUGADA,410,1536,23056662694,3515305024,489,0.0707,0.337,1103,808,-27.538056,-48.527389
7240501005162732,NORTE_ILHA,Florianopolis,2026-03-15,TARDE,1892,8904,146032316162,21991322173,478,0.0684,0.347,6337,5067,-27.496108,-48.418608
7240501005162732,NORTE_ILHA,Florianopolis,2026-03-15,MANHA,1048,4207,66443542775,10006572830,477,0.0705,0.355,3126,2489,-27.496108,-48.418608
724050684142660,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-15,NOITE,2198,10435,182356399696,27597244442,479,0.0686,0.349,7540,5929,-27.6075,-48.638889
724050684142660,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-15,TARDE,2307,11056,204401598209,30815384738,489,0.0684,0.349,7885,6431,-27.6075,-48.638889
7240501005162546,CAMPECHE,Florianopolis,2026-03-01,NOITE,2218,10461,186326445581,27382341165,476,0.07,0.346,7464,6035,-27.680831,-48.4925
724050699861578,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-01,TARDE,2285,10776,199227030079,30529771491,476,0.068,0.343,7923,6174,-27.572972,-48.617889
724050699925231,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-01,NOITE,2170,10157,170299006420,25541346911,479,0.0686,0.35,7311,5860,-27.600833,-48.648111
7240501003294445,SC401_CORREDOR,Florianopolis,2026-03-02,MANHA,1598,6839,96686763969,14437739721,475,0.0696,0.348,4986,3955,-27.538056,-48.527389
7240501005172223,TRINDADE,Florianopolis,2026-03-02,NOITE,2232,10091,151245174146,22946625598,478,0.0683,0.352,7058,5720,-27.605831,-48.531389
7240501005172223,TRINDADE,Florianopolis,2026-03-02,TARDE,2504,11612,182072620618,27405967802,475,0.0683,0.352,8425,6588,-27.605831,-48.531389
7240501003294445,SC401_CORREDOR,Florianopolis,2026-03-03,NOITE,1525,6914,100035072602,14496570563,470,0.0695,0.349,4838,3915,-27.538056,-48.527389
7240501003294445,SC401_CORREDOR,Florianopolis,2026-03-03,MADRUGADA,525,1919,28224695241,4095700005,466,0.068,0.339,1398,1146,-27.538056,-48.527389
7240501003294445,SC401_CORREDOR,Florianopolis,2026-03-03,TARDE,1772,8163,111959834764,16662184707,478,0.0682,0.353,6032,4700,-27.538056,-48.527389
7240501005309970,AEROPORTO_HLZ,Florianopolis,2026-03-04,MANHA,1732,7623,118947891513,18133758642,477,0.067,0.353,5361,4371,-27.699858,-48.550608
724050699861578,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-04,MANHA,1721,7449,113599070064,16609293453,473,0.0697,0.35,5226,4275,-27.572972,-48.617889
724050699654556,LAGOA_CONCEICAO,Florianopolis,2026-03-04,MANHA,1775,7913,111340237470,17068513452,477,0.0685,0.346,5627,4380,-27.63325,-48.473389
724050698820053,CAMPECHE,Florianopolis,2026-03-05,TARDE,2116,9732,134608775068,20346713903,482,0.0682,0.347,7082,5568,-27.750786,-48.508767
724050684142457,CBD_BEIRAMAR,Florianopolis,2026-03-05,MANHA,2048,8812,128069543017,19075339488,479,0.0681,0.347,6282,4976,-27.585,-48.544722
724050684142457,CBD_BEIRAMAR,Florianopolis,2026-03-05,TARDE,2454,11411,168256346192,25269014451,480,0.0685,0.352,8161,6607,-27.585,-48.544722
724050684142457,CBD_BEIRAMAR,Florianopolis,2026-03-05,MADRUGADA,698,2649,37740497776,5438956147,473,0.0693,0.347,1964,1461,-27.585,-48.544722
7240501005162694,NORTE_ILHA,Florianopolis,2026-03-05,MADRUGADA,524,1944,26014967182,3759478730,486,0.0691,0.367,1333,1094,-27.481442,-48.49175
7240501005172223,TRINDADE,Florianopolis,2026-03-06,TARDE,2504,11422,167738777159,25185335610,486,0.0686,0.348,8325,6531,-27.605831,-48.531389
7240501003294445,SC401_CORREDOR,Florianopolis,2026-03-06,NOITE,1615,7058,99068294309,14927742237,475,0.0687,0.351,5125,4053,-27.538056,-48.527389
7240501003294445,SC401_CORREDOR,Florianopolis,2026-03-06,MANHA,1542,6664,95516247194,14112351529,475,0.0702,0.341,4692,3858,-27.538056,-48.527389
724050683935003,UFSC,Florianopolis,2026-03-06,MANHA,2167,9824,160779753572,24602714669,480,0.0679,0.356,7004,5658,-27.594397,-48.556111
7240501005172223,TRINDADE,Florianopolis,2026-03-07,TARDE,2657,12662,239901830602,35997459254,481,0.0666,0.346,8905,7220,-27.605831,-48.531389
7240501005172223,TRINDADE,Florianopolis,2026-03-07,MADRUGADA,600,2307,45451224891,6689821513,487,0.0681,0.355,1688,1251,-27.605831,-48.531389
7240501005172223,TRINDADE,Florianopolis,2026-03-07,NOITE,2582,12327,220627612026,33425416678,484,0.0691,0.345,8660,6966,-27.605831,-48.531389
7240501003294445,SC401_CORREDOR,Florianopolis,2026-03-07,NOITE,1882,8772,147926909168,22055194665,485,0.0687,0.346,6172,4978,-27.538056,-48.527389
724050683935003,UFSC,Florianopolis,2026-03-07,TARDE,2688,13062,247094384432,37018133658,482,0.0682,0.35,9364,7525,-27.594397,-48.556111
724050683935003,UFSC,Florianopolis,2026-03-07,MANHA,1525,6335,118926838566,18292473997,485,0.0687,0.349,4474,3652,-27.594397,-48.556111
724050697545253,SC401_CORREDOR,Florianopolis,2026-03-08,MADRUGADA,458,1621,27848150747,4180277679,491,0.0663,0.348,1086,977,-27.537189,-48.527061
724050697545253,SC401_CORREDOR,Florianopolis,2026-03-08,TARDE,1938,9222,157778274813,23553701773,488,0.0692,0.351,6519,5173,-27.537189,-48.527061
724050697545253,SC401_CORREDOR,Florianopolis,2026-03-08,MANHA,1068,4220,76220576776,11105127356,478,0.068,0.353,3084,2496,-27.537189,-48.527061
724050687263808,INGLESES,Florianopolis,2026-03-08,TARDE,2102,9916,185048542667,27410913439,474,0.069,0.351,6976,5541,-27.439722,-48.387592
7240501005162554,VIA_EXPRESSA_CORREDOR,Florianopolis,2026-03-09,NOITE,2040,9126,145076482323,21380434841,491,0.0696,0.352,6502,5083,-27.616389,-48.587497
