ecgi_origem,lat_origem,lon_origem,cluster_origem,municipio_origem,ecgi_destino,lat_destino,lon_destino,cluster_destino,municipio_destino,n_usuarios,n_transicoes,dist_km,periodo_predominante,pct_do_cluster_origem
724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,724050684641810,-27.568425,-48.513053,SC401_CORREDOR,Florianopolis,224,226,4.356,MANHA,0.8
7240501003962715,-27.508108,-48.654131,BIGUACU_BR101_NORTE,Biguacu,7240501003495238,-27.596111,-48.525528,TRINDADE,Florianopolis,205,208,16.015,MANHA,0.7
7240501003495238,-27.596111,-48.525528,TRINDADE,Florianopolis,7240501005162660,-27.439567,-48.501131,JURERE,Florianopolis,205,206,17.572,MANHA,0.7
724050683935003,-27.594397,-48.556111,UFSC,Florianopolis,7240501005162678,-27.578497,-48.510581,SC401_CORREDOR,Florianopolis,210,214,4.823,MANHA,0.7
7240501005162678,-27.578497,-48.510581,SC401_CORREDOR,Florianopolis,7240501005162716,-27.633306,-48.473306,LAGOA_CONCEICAO,Florianopolis,199,202,7.116,MANHA,0.8
7240501005162716,-27.633306,-48.473306,LAGOA_CONCEICAO,Florianopolis,7240501005162775,-27.434294,-48.460597,CANASVIEIRAS,Florianopolis,195,200,22.165,MANHA,0.7
724050699654432,-27.594083,-48.521139,TRINDADE,Florianopolis,7240501005162724,-27.658331,-48.505831,CAMPECHE,Florianopolis,192,198,7.301,MANHA,0.6
7240501005162724,-27.658331,-48.505831,CAMPECHE,Florianopolis,724050699925282,-27.599583,-48.620278,SAO_JOSE_KOBRASOL,Sao Jose,193,198,13.03,MANHA,0.7
724050699925282,-27.599583,-48.620278,SAO_JOSE_KOBRASOL,Sao Jose,724050683884425,-27.601483,-48.592317,ESTREITO_CAPOEIRAS,Florianopolis,207,210,2.763,MANHA,0.7
724050696233975,-27.641511,-48.7061,PALHOCA_PEDRA_BRANCA,Palhoca,7240501005162589,-27.751942,-48.504442,CAMPECHE,Florianopolis,195,198,23.345,MANHA,0.7
7240501005162589,-27.751942,-48.504442,CAMPECHE,Florianopolis,724050697326900,-27.612839,-48.593017,VIA_EXPRESSA_CORREDOR,Florianopolis,180,182,17.757,MANHA,0.7
724050697326900,-27.612839,-48.593017,VIA_EXPRESSA_CORREDOR,Florianopolis,724050683935135,-27.4292,-48.458697,CANASVIEIRAS,Florianopolis,176,179,24.339,MANHA,0.7
724050683790307,-27.5865,-48.4968,SC401_CORREDOR,Florianopolis,724050685014142,-27.605047,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,212,215,9.828,MANHA,0.8
724050685014142,-27.605047,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,7240501005162627,-27.603889,-48.577778,VIA_EXPRESSA_CORREDOR,Florianopolis,192,193,1.634,MANHA,0.7
7240501005162627,-27.603889,-48.577778,VIA_EXPRESSA_CORREDOR,Florianopolis,724050697342212,-27.528831,-48.513689,RESIDENCIAL_NORTE,Florianopolis,175,176,10.467,MANHA,0.7
724050697342212,-27.528831,-48.513689,RESIDENCIAL_NORTE,Florianopolis,7240501005162767,-27.583889,-48.523889,TRINDADE,Florianopolis,207,208,6.204,MANHA,0.7
724050699109710,-27.439417,-48.387583,INGLESES,Florianopolis,7240501005938420,-27.722875,-48.563117,AEROPORTO_HLZ,Florianopolis,227,232,35.955,MANHA,0.9
7240501005938420,-27.722875,-48.563117,AEROPORTO_HLZ,Florianopolis,724050683793381,-27.599258,-48.579861,ESTREITO_CAPOEIRAS,Florianopolis,176,176,13.844,MANHA,0.7
724050683793381,-27.599258,-48.579861,ESTREITO_CAPOEIRAS,Florianopolis,724050699521815,-27.443222,-48.507111,JURERE,Florianopolis,207,211,18.775,MANHA,0.8
724050683793438,-27.482269,-48.491897,NORTE_ILHA,Florianopolis,724050698410289,-27.637456,-48.666794,PALHOCA_CENTRO,Palhoca,195,197,24.393,MANHA,0.8
724050698410289,-27.637456,-48.666794,PALHOCA_CENTRO,Palhoca,724050698410254,-27.489517,-48.535633,JURERE,Florianopolis,186,187,20.923,MANHA,0.8
724050697605949,-27.594117,-48.571572,COQUEIROS,Florianopolis,724050698820053,-27.750786,-48.508767,CAMPECHE,Florianopolis,219,219,18.486,MANHA,1.0
7240501003484449,-27.594881,-48.54445,CBD_BEIRAMAR,Florianopolis,7240501005162740,-27.554614,-48.497806,RESIDENCIAL_NORTE,Florianopolis,184,185,6.417,MANHA,0.6
7240501005162740,-27.554614,-48.497806,RESIDENCIAL_NORTE,Florianopolis,7240501005162864,-27.609442,-48.449442,LAGOA_CONCEICAO,Florianopolis,197,201,7.739,MANHA,0.7
7240501005162864,-27.609442,-48.449442,LAGOA_CONCEICAO,Florianopolis,724050699871808,-27.618972,-48.634694,SAO_JOSE_CENTRO,Sao Jose,186,194,18.283,MANHA,0.7
7240501005162597,-27.573889,-48.431667,LAGOA_CONCEICAO,Florianopolis,7240501003494940,-27.578531,-48.510769,SC401_CORREDOR,Florianopolis,212,219,7.814,MANHA,0.8
7240501003494940,-27.578531,-48.510769,SC401_CORREDOR,Florianopolis,724050699842719,-27.56575,-48.626139,SAO_JOSE_ROÇADO,Sao Jose,208,208,11.46,MANHA,0.8
7240501003510334,-27.580392,-48.542172,CBD_BEIRAMAR,Florianopolis,7240501005162651,-27.466247,-48.382028,INGLESES,Florianopolis,202,206,20.26,MANHA,0.6
7240501005172207,-27.705278,-48.505556,CAMPECHE,Florianopolis,724050688192491,-27.570694,-48.644742,SAO_JOSE_ROÇADO,Sao Jose,227,229,20.296,MANHA,0.8
724050688192491,-27.570694,-48.644742,SAO_JOSE_ROÇADO,Sao Jose,7240501005162791,-27.529167,-48.510831,RESIDENCIAL_NORTE,Florianopolis,189,191,13.986,MANHA,0.8
7240501005162791,-27.529167,-48.510831,RESIDENCIAL_NORTE,Florianopolis,7240501003861722,-27.601811,-48.526975,TRINDADE,Florianopolis,214,217,8.233,MANHA,0.8
7240501005162694,-27.481442,-48.49175,NORTE_ILHA,Florianopolis,7240501005162732,-27.496108,-48.418608,NORTE_ILHA,Florianopolis,1093,1203,7.397,MANHA,4.3
7240501005162732,-27.496108,-48.418608,NORTE_ILHA,Florianopolis,724050684646269,-27.608008,-48.62685,SAO_JOSE_CENTRO,Sao Jose,222,225,24.006,MANHA,0.9
724050684646269,-27.608008,-48.62685,SAO_JOSE_CENTRO,Sao Jose,724050696484293,-27.434297,-48.460603,CANASVIEIRAS,Florianopolis,191,194,25.335,MANHA,0.6
724050696484293,-27.434297,-48.460603,CANASVIEIRAS,Florianopolis,724050685014142,-27.605047,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,203,207,23.116,MANHA,0.8
724050699109663,-27.482361,-48.491944,NORTE_ILHA,Florianopolis,724050684145073,-27.587967,-48.555231,CBD_BEIRAMAR,Florianopolis,195,195,13.298,MANHA,0.8
724050684145073,-27.587967,-48.555231,CBD_BEIRAMAR,Florianopolis,7240501004550410,-27.590569,-48.557111,UFSC,Florianopolis,184,184,0.344,TARDE,0.6
7240501003484449,-27.594881,-48.54445,CBD_BEIRAMAR,Florianopolis,7240501003494940,-27.578531,-48.510769,SC401_CORREDOR,Florianopolis,202,202,3.785,MANHA,0.6
7240501003494940,-27.578531,-48.510769,SC401_CORREDOR,Florianopolis,724050697326900,-27.612839,-48.593017,VIA_EXPRESSA_CORREDOR,Florianopolis,231,232,8.958,MANHA,0.9
724050683793381,-27.599258,-48.579861,ESTREITO_CAPOEIRAS,Florianopolis,724050699654513,-27.572611,-48.430139,LAGOA_CONCEICAO,Florianopolis,185,189,15.05,MANHA,0.7
7240501005162759,-27.597667,-48.585108,ESTREITO_CAPOEIRAS,Florianopolis,7240501003370664,-27.673358,-48.656689,SAO_JOSE_BARREIROS,Palhoca,202,206,10.98,MANHA,0.7
7240501003370664,-27.673358,-48.656689,SAO_JOSE_BARREIROS,Palhoca,724050697342190,-27.5834,-48.544683,CBD_BEIRAMAR,Florianopolis,202,207,14.893,MANHA,0.9
724050697342190,-27.5834,-48.544683,CBD_BEIRAMAR,Florianopolis,7240501005162694,-27.481442,-48.49175,NORTE_ILHA,Florianopolis,184,184,12.481,TARDE,0.6
7240501005162694,-27.481442,-48.49175,NORTE_ILHA,Florianopolis,724050698820053,-27.750786,-48.508767,CAMPECHE,Florianopolis,208,209,29.997,MANHA,0.8
7240501003495564,-27.593478,-48.552089,UFSC,Florianopolis,724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,216,224,8.065,MANHA,0.8
724050699925282,-27.599583,-48.620278,SAO_JOSE_KOBRASOL,Sao Jose,724050696484161,-27.598331,-48.576389,ESTREITO_CAPOEIRAS,Florianopolis,174,179,4.327,MANHA,0.6
724050696484161,-27.598331,-48.576389,ESTREITO_CAPOEIRAS,Florianopolis,7240501005319917,-27.56265,-48.516522,SC401_CORREDOR,Florianopolis,183,189,7.11,MANHA,0.7
7240501005319917,-27.56265,-48.516522,SC401_CORREDOR,Florianopolis,724050688192491,-27.570694,-48.644742,SAO_JOSE_ROÇADO,Sao Jose,175,176,12.67,MANHA,0.7
724050688192491,-27.570694,-48.644742,SAO_JOSE_ROÇADO,Sao Jose,724050697326900,-27.612839,-48.593017,VIA_EXPRESSA_CORREDOR,Florianopolis,194,195,6.924,MANHA,0.9
724050696484269,-27.664203,-48.534994,AEROPORTO_HLZ,Florianopolis,7240501005309970,-27.699858,-48.550608,AEROPORTO_HLZ,Florianopolis,1743,2040,4.252,MANHA,6.6
7240501005309970,-27.699858,-48.550608,AEROPORTO_HLZ,Florianopolis,7240501005938420,-27.722875,-48.563117,AEROPORTO_HLZ,Florianopolis,1715,1976,2.84,MANHA,6.5
7240501005162538,-27.66,-48.543331,AEROPORTO_HLZ,Florianopolis,7240501005309970,-27.699858,-48.550608,AEROPORTO_HLZ,Florianopolis,1672,1956,4.49,MANHA,6.4
7240501005938420,-27.722875,-48.563117,AEROPORTO_HLZ,Florianopolis,724050683935372,-27.7,-48.550647,AEROPORTO_HLZ,Florianopolis,1690,1967,2.824,MANHA,6.4
724050683935372,-27.7,-48.550647,AEROPORTO_HLZ,Florianopolis,7240501005309970,-27.699858,-48.550608,AEROPORTO_HLZ,Florianopolis,1644,1907,0.016,MANHA,6.2
7240501005162856,-27.439331,-48.489575,JURERE,Florianopolis,724050699925240,-27.571944,-48.603917,ESTREITO_CAPOEIRAS,Sao Jose,199,203,18.564,MANHA,0.8
724050699925240,-27.571944,-48.603917,ESTREITO_CAPOEIRAS,Sao Jose,724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,198,198,10.049,MANHA,0.7
724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,7240501003484449,-27.594881,-48.54445,CBD_BEIRAMAR,Florianopolis,224,229,7.887,MANHA,0.8
724050698820037,-27.658469,-48.506081,CAMPECHE,Florianopolis,724050696484293,-27.434297,-48.460603,CANASVIEIRAS,Florianopolis,202,207,25.327,MANHA,0.7
724050696484293,-27.434297,-48.460603,CANASVIEIRAS,Florianopolis,724050683793438,-27.482269,-48.491897,NORTE_ILHA,Florianopolis,205,208,6.163,MANHA,0.8
724050683793438,-27.482269,-48.491897,NORTE_ILHA,Florianopolis,7240501005162651,-27.466247,-48.382028,INGLESES,Florianopolis,194,196,10.984,MANHA,0.8
7240501005162791,-27.529167,-48.510831,RESIDENCIAL_NORTE,Florianopolis,724050698586638,-27.607781,-48.634719,SAO_JOSE_KOBRASOL,Sao Jose,173,178,15.018,MANHA,0.6
724050698586638,-27.607781,-48.634719,SAO_JOSE_KOBRASOL,Sao Jose,724050699861578,-27.572972,-48.617889,SAO_JOSE_KOBRASOL,Sao Jose,1471,1596,4.211,MANHA,5.3
7240501005162775,-27.434294,-48.460597,CANASVIEIRAS,Florianopolis,7240501003495076,-27.594458,-48.637742,SAO_JOSE_KOBRASOL,Sao Jose,174,176,24.947,MANHA,0.6
7240501003495076,-27.594458,-48.637742,SAO_JOSE_KOBRASOL,Sao Jose,7240501005162651,-27.466247,-48.382028,INGLESES,Florianopolis,175,177,28.966,MANHA,0.6
724050683935003,-27.594397,-48.556111,UFSC,Florianopolis,724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,200,200,8.345,MANHA,0.7
724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,7240501003495076,-27.594458,-48.637742,SAO_JOSE_KOBRASOL,Sao Jose,220,220,14.184,MANHA,0.8
724050699842719,-27.56575,-48.626139,SAO_JOSE_ROÇADO,Sao Jose,7240501005373318,-27.60395,-48.546242,CENTRO_HISTORICO,Florianopolis,204,211,8.947,MANHA,0.9
7240501005373318,-27.60395,-48.546242,CENTRO_HISTORICO,Florianopolis,724050697341860,-27.596094,-48.599653,ESTREITO_CAPOEIRAS,Florianopolis,200,201,5.335,MANHA,0.9
724050697341860,-27.596094,-48.599653,ESTREITO_CAPOEIRAS,Florianopolis,724050697605949,-27.594117,-48.571572,COQUEIROS,Florianopolis,209,210,2.776,MANHA,0.8
724050697605949,-27.594117,-48.571572,COQUEIROS,Florianopolis,724050698586638,-27.607781,-48.634719,SAO_JOSE_KOBRASOL,Sao Jose,224,225,6.405,MANHA,1.0
724050698586638,-27.607781,-48.634719,SAO_JOSE_KOBRASOL,Sao Jose,7240501003861722,-27.601811,-48.526975,TRINDADE,Florianopolis,200,210,10.638,MANHA,0.7
7240501005938420,-27.722875,-48.563117,AEROPORTO_HLZ,Florianopolis,724050696484315,-27.43975,-48.419811,INGLESES,Florianopolis,188,190,34.505,MANHA,0.7
724050696484315,-27.43975,-48.419811,INGLESES,Florianopolis,724050687263808,-27.439722,-48.387592,INGLESES,Florianopolis,1403,1577,3.18,MANHA,5.4
724050699979439,-27.600028,-48.608417,SAO_JOSE_CENTRO,Sao Jose,724050697341860,-27.596094,-48.599653,ESTREITO_CAPOEIRAS,Florianopolis,208,212,0.968,MANHA,0.6
724050697341860,-27.596094,-48.599653,ESTREITO_CAPOEIRAS,Florianopolis,724050698820037,-27.658469,-48.506081,CAMPECHE,Florianopolis,171,172,11.536,MANHA,0.6
724050698820037,-27.658469,-48.506081,CAMPECHE,Florianopolis,724050685014142,-27.605047,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,201,202,10.527,MANHA,0.7
724050698410254,-27.489517,-48.535633,JURERE,Florianopolis,724050699521815,-27.443222,-48.507111,JURERE,Florianopolis,1702,2100,5.867,MANHA,6.6
724050683793381,-27.599258,-48.579861,ESTREITO_CAPOEIRAS,Florianopolis,7240501003495564,-27.593478,-48.552089,UFSC,Florianopolis,216,223,2.811,MANHA,0.8
7240501003495564,-27.593478,-48.552089,UFSC,Florianopolis,724050685015378,-27.567222,-48.617175,SAO_JOSE_ROÇADO,Sao Jose,190,201,7.048,MANHA,0.7
724050698820053,-27.750786,-48.508767,CAMPECHE,Florianopolis,724050698422520,-27.5843,-48.501864,SC401_CORREDOR,Florianopolis,194,194,18.525,MANHA,0.7
724050699979439,-27.600028,-48.608417,SAO_JOSE_CENTRO,Sao Jose,724050684145073,-27.587967,-48.555231,CBD_BEIRAMAR,Florianopolis,200,203,5.41,MANHA,0.6
7240501005162686,-27.580831,-48.594167,ESTREITO_CAPOEIRAS,Florianopolis,724050684641810,-27.568425,-48.513053,SC401_CORREDOR,Florianopolis,203,206,8.113,MANHA,0.7
724050698820037,-27.658469,-48.506081,CAMPECHE,Florianopolis,724050683935372,-27.7,-48.550647,AEROPORTO_HLZ,Florianopolis,213,213,6.371,MANHA,0.8
7240501005162856,-27.439331,-48.489575,JURERE,Florianopolis,724050697342190,-27.5834,-48.544683,CBD_BEIRAMAR,Florianopolis,194,199,16.917,MANHA,0.8
7240501005319917,-27.56265,-48.516522,SC401_CORREDOR,Florianopolis,7240501005162660,-27.439567,-48.501131,JURERE,Florianopolis,219,223,13.77,MANHA,0.8
7240501005162660,-27.439567,-48.501131,JURERE,Florianopolis,7240501005172215,-27.451806,-48.452108,NORTE_ILHA,Florianopolis,191,194,5.025,MANHA,0.7
7240501005172215,-27.451806,-48.452108,NORTE_ILHA,Florianopolis,7240501005162600,-27.585,-48.543889,CBD_BEIRAMAR,Florianopolis,196,196,17.357,MANHA,0.8
724050696484161,-27.598331,-48.576389,ESTREITO_CAPOEIRAS,Florianopolis,724050697368777,-27.595017,-48.548794,CBD_BEIRAMAR,Florianopolis,218,219,2.744,MANHA,0.8
7240501005162635,-27.592608,-48.555469,UFSC,Florianopolis,7240501005162694,-27.481442,-48.49175,NORTE_ILHA,Florianopolis,176,176,13.866,MANHA,0.6
7240501005162694,-27.481442,-48.49175,NORTE_ILHA,Florianopolis,724050697397122,-27.5886,-48.590167,ESTREITO_CAPOEIRAS,Florianopolis,196,196,15.367,MANHA,0.8
7240501005162660,-27.439567,-48.501131,JURERE,Florianopolis,7240501003370664,-27.673358,-48.656689,SAO_JOSE_BARREIROS,Palhoca,218,224,30.182,MANHA,0.8
724050699871824,-27.570472,-48.644611,SAO_JOSE_ROÇADO,Sao Jose,724050684142457,-27.585,-48.544722,CBD_BEIRAMAR,Florianopolis,191,193,9.977,MANHA,0.8
724050696483882,-27.599642,-48.468531,LAGOA_CONCEICAO,Florianopolis,724050699654432,-27.594083,-48.521139,TRINDADE,Florianopolis,220,222,5.221,MANHA,0.8
724050699654432,-27.594083,-48.521139,TRINDADE,Florianopolis,724050698422520,-27.5843,-48.501864,SC401_CORREDOR,Florianopolis,207,210,2.189,MANHA,0.7
724050698422520,-27.5843,-48.501864,SC401_CORREDOR,Florianopolis,724050697341879,-27.542733,-48.505306,RESIDENCIAL_NORTE,Florianopolis,203,206,4.634,MANHA,0.8
7240501005162538,-27.66,-48.543331,AEROPORTO_HLZ,Florianopolis,724050683935135,-27.4292,-48.458697,CANASVIEIRAS,Florianopolis,191,193,26.986,MANHA,0.7
724050699844282,-27.594139,-48.612611,SAO_JOSE_KOBRASOL,Sao Jose,724050696484293,-27.434297,-48.460603,CANASVIEIRAS,Florianopolis,166,173,23.251,MANHA,0.6
724050696484293,-27.434297,-48.460603,CANASVIEIRAS,Florianopolis,724050685015378,-27.567222,-48.617175,SAO_JOSE_ROÇADO,Sao Jose,209,213,21.376,MANHA,0.8
724050685015378,-27.567222,-48.617175,SAO_JOSE_ROÇADO,Sao Jose,7240501005162546,-27.680831,-48.4925,CAMPECHE,Florianopolis,206,207,17.62,MANHA,0.9
7240501003494940,-27.578531,-48.510769,SC401_CORREDOR,Florianopolis,724050697605965,-27.582264,-48.534361,CBD_BEIRAMAR,Florianopolis,216,217,2.362,MANHA,0.8
724050697605965,-27.582264,-48.534361,CBD_BEIRAMAR,Florianopolis,7240501005319917,-27.56265,-48.516522,SC401_CORREDOR,Florianopolis,196,197,2.801,MANHA,0.6
7240501005319917,-27.56265,-48.516522,SC401_CORREDOR,Florianopolis,7240501005162686,-27.580831,-48.594167,ESTREITO_CAPOEIRAS,Florianopolis,194,199,7.916,MANHA,0.7
7240501005319917,-27.56265,-48.516522,SC401_CORREDOR,Florianopolis,7240501003862931,-27.591397,-48.54975,CBD_BEIRAMAR,Florianopolis,197,199,4.576,MANHA,0.8
7240501003862931,-27.591397,-48.54975,CBD_BEIRAMAR,Florianopolis,724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,210,214,7.753,MANHA,0.7
724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,724050699925282,-27.599583,-48.620278,SAO_JOSE_KOBRASOL,Sao Jose,195,198,13.067,MANHA,0.7
724050699925282,-27.599583,-48.620278,SAO_JOSE_KOBRASOL,Sao Jose,724050698410289,-27.637456,-48.666794,PALHOCA_CENTRO,Palhoca,200,201,6.224,MANHA,0.7
724050698410289,-27.637456,-48.666794,PALHOCA_CENTRO,Palhoca,724050685015378,-27.567222,-48.617175,SAO_JOSE_ROÇADO,Sao Jose,194,200,9.214,MANHA,0.8
724050685015378,-27.567222,-48.617175,SAO_JOSE_ROÇADO,Sao Jose,724050699925258,-27.5465,-48.629694,SAO_JOSE_ROÇADO,Sao Jose,217,218,2.614,MANHA,1.0
724050699861713,-27.582278,-48.677056,SAO_JOSE_ROÇADO,Sao Jose,7240501005162635,-27.592608,-48.555469,UFSC,Florianopolis,193,196,12.038,MANHA,0.9
7240501005162635,-27.592608,-48.555469,UFSC,Florianopolis,7240501005162562,-27.604942,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,221,222,4.065,MANHA,0.8
7240501005162562,-27.604942,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,7240501003495238,-27.596111,-48.525528,TRINDADE,Florianopolis,206,213,6.848,MANHA,0.8
7240501003495238,-27.596111,-48.525528,TRINDADE,Florianopolis,724050696484315,-27.43975,-48.419811,INGLESES,Florianopolis,195,196,20.273,TARDE,0.6
724050696484315,-27.43975,-48.419811,INGLESES,Florianopolis,724050699323290,-27.687672,-48.565403,AEROPORTO_HLZ,Florianopolis,192,194,31.08,MANHA,0.7
724050699323290,-27.687672,-48.565403,AEROPORTO_HLZ,Florianopolis,724050698586638,-27.607781,-48.634719,SAO_JOSE_KOBRASOL,Sao Jose,195,198,11.204,MANHA,0.7
724050698586638,-27.607781,-48.634719,SAO_JOSE_KOBRASOL,Sao Jose,724050685015394,-27.586064,-48.609675,SAO_JOSE_KOBRASOL,Sao Jose,1386,1508,3.453,MANHA,5.0
7240501005162562,-27.604942,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,7240501005162678,-27.578497,-48.510581,SC401_CORREDOR,Florianopolis,176,176,8.759,MANHA,0.7
7240501005162678,-27.578497,-48.510581,SC401_CORREDOR,Florianopolis,7240501005162708,-27.441667,-48.385831,INGLESES,Florianopolis,219,221,19.567,MANHA,0.8
7240501005162708,-27.441667,-48.385831,INGLESES,Florianopolis,7240501005162716,-27.633306,-48.473306,LAGOA_CONCEICAO,Florianopolis,198,207,22.989,MANHA,0.8
7240501005162716,-27.633306,-48.473306,LAGOA_CONCEICAO,Florianopolis,724050684142457,-27.585,-48.544722,CBD_BEIRAMAR,Florianopolis,196,198,8.853,MANHA,0.7
724050684142457,-27.585,-48.544722,CBD_BEIRAMAR,Florianopolis,724050683935372,-27.7,-48.550647,AEROPORTO_HLZ,Florianopolis,204,209,12.801,MANHA,0.6
724050683935372,-27.7,-48.550647,AEROPORTO_HLZ,Florianopolis,724050699844282,-27.594139,-48.612611,SAO_JOSE_KOBRASOL,Sao Jose,202,204,13.259,MANHA,0.8
724050699844282,-27.594139,-48.612611,SAO_JOSE_KOBRASOL,Sao Jose,7240501003494940,-27.578531,-48.510769,SC401_CORREDOR,Florianopolis,193,195,10.186,MANHA,0.7
724050699861578,-27.572972,-48.617889,SAO_JOSE_KOBRASOL,Sao Jose,724050699654467,-27.574556,-48.510583,SC401_CORREDOR,Florianopolis,192,196,10.578,MANHA,0.7
724050699654467,-27.574556,-48.510583,SC401_CORREDOR,Florianopolis,724050696483882,-27.599642,-48.468531,LAGOA_CONCEICAO,Florianopolis,198,200,4.996,MANHA,0.8
724050696483882,-27.599642,-48.468531,LAGOA_CONCEICAO,Florianopolis,724050698410254,-27.489517,-48.535633,JURERE,Florianopolis,204,207,13.918,MANHA,0.7
724050698410254,-27.489517,-48.535633,JURERE,Florianopolis,724050684641844,-27.451714,-48.452175,NORTE_ILHA,Florianopolis,211,214,9.245,MANHA,0.8
724050684641844,-27.451714,-48.452175,NORTE_ILHA,Florianopolis,7240501005162635,-27.592608,-48.555469,UFSC,Florianopolis,166,166,18.687,MANHA,0.6
7240501005162635,-27.592608,-48.555469,UFSC,Florianopolis,724050684646269,-27.608008,-48.62685,SAO_JOSE_CENTRO,Sao Jose,233,237,7.239,MANHA,0.8
724050684646269,-27.608008,-48.62685,SAO_JOSE_CENTRO,Sao Jose,724050699654920,-27.443417,-48.502056,JURERE,Florianopolis,208,210,22.054,MANHA,0.6
7240501005162546,-27.680831,-48.4925,CAMPECHE,Florianopolis,7240501005162686,-27.580831,-48.594167,ESTREITO_CAPOEIRAS,Florianopolis,202,206,14.965,MANHA,0.7
7240501005162686,-27.580831,-48.594167,ESTREITO_CAPOEIRAS,Florianopolis,724050696484153,-27.612097,-48.543378,TRINDADE,Florianopolis,188,192,6.094,MANHA,0.7
724050696484153,-27.612097,-48.543378,TRINDADE,Florianopolis,7240501005162635,-27.592608,-48.555469,UFSC,Florianopolis,200,200,2.473,MANHA,0.7
7240501005162635,-27.592608,-48.555469,UFSC,Florianopolis,724050685014142,-27.605047,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,204,208,4.069,MANHA,0.7
724050685014142,-27.605047,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,7240501005162694,-27.481442,-48.49175,NORTE_ILHA,Florianopolis,218,221,17.063,MANHA,0.8
724050684641810,-27.568425,-48.513053,SC401_CORREDOR,Florianopolis,7240501005172207,-27.705278,-48.505556,CAMPECHE,Florianopolis,208,211,15.235,MANHA,0.8
7240501005172207,-27.705278,-48.505556,CAMPECHE,Florianopolis,7240501005373318,-27.60395,-48.546242,CENTRO_HISTORICO,Florianopolis,214,218,11.959,MANHA,0.8
7240501005373318,-27.60395,-48.546242,CENTRO_HISTORICO,Florianopolis,724050699861713,-27.582278,-48.677056,SAO_JOSE_ROÇADO,Sao Jose,191,191,13.115,MANHA,0.8
724050699861713,-27.582278,-48.677056,SAO_JOSE_ROÇADO,Sao Jose,724050699925215,-27.578972,-48.609,ESTREITO_CAPOEIRAS,Sao Jose,230,230,6.718,MANHA,1.0
724050699925240,-27.571944,-48.603917,ESTREITO_CAPOEIRAS,Sao Jose,7240501005162791,-27.529167,-48.510831,RESIDENCIAL_NORTE,Florianopolis,196,200,10.336,MANHA,0.7
724050683898841,-27.594028,-48.520928,TRINDADE,Florianopolis,724050699925240,-27.571944,-48.603917,ESTREITO_CAPOEIRAS,Sao Jose,193,196,8.54,MANHA,0.6
724050699925240,-27.571944,-48.603917,ESTREITO_CAPOEIRAS,Sao Jose,724050699871824,-27.570472,-48.644611,SAO_JOSE_ROÇADO,Sao Jose,203,206,4.014,MANHA,0.7
724050697792102,-27.591372,-48.552747,CBD_BEIRAMAR,Florianopolis,7240501005162520,-27.439442,-48.419442,INGLESES,Florianopolis,199,200,21.406,MANHA,0.6
7240501005162520,-27.439442,-48.419442,INGLESES,Florianopolis,724050684646269,-27.608008,-48.62685,SAO_JOSE_CENTRO,Sao Jose,206,208,27.742,MANHA,0.8
724050684646269,-27.608008,-48.62685,SAO_JOSE_CENTRO,Sao Jose,724050688192491,-27.570694,-48.644742,SAO_JOSE_ROÇADO,Sao Jose,203,203,4.508,MANHA,0.6
724050688192491,-27.570694,-48.644742,SAO_JOSE_ROÇADO,Sao Jose,724050698410270,-27.462892,-48.383642,INGLESES,Florianopolis,178,178,28.402,MANHA,0.8
724050698410270,-27.462892,-48.383642,INGLESES,Florianopolis,7240501000087309,-27.584058,-48.619528,SAO_JOSE_KOBRASOL,Sao Jose,193,196,26.881,MANHA,0.7
724050697341879,-27.542733,-48.505306,RESIDENCIAL_NORTE,Florianopolis,724050697368777,-27.595017,-48.548794,CBD_BEIRAMAR,Florianopolis,195,198,7.223,MANHA,0.7
724050697368777,-27.595017,-48.548794,CBD_BEIRAMAR,Florianopolis,7240501005319917,-27.56265,-48.516522,SC401_CORREDOR,Florianopolis,187,187,4.803,MANHA,0.6
7240501005319917,-27.56265,-48.516522,SC401_CORREDOR,Florianopolis,724050697792102,-27.591372,-48.552747,CBD_BEIRAMAR,Florianopolis,194,195,4.79,MANHA,0.7
724050697792102,-27.591372,-48.552747,CBD_BEIRAMAR,Florianopolis,724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,192,196,7.889,MANHA,0.6
